"URL","Page Type","Primary Keyword","Secondary Keywords","Intent","Rendered Words","Content Status"
"/items/luck-boost-items","L3 Article","RE:Heads, Please! luck boost items","RE Heads Please luck boost items | luck boost items in RE Heads Please","informational","616","300-800 words"
"/items/money-boost-items","L3 Article","RE:Heads, Please! money boost items","RE Heads Please money boost items | money boost items in RE Heads Please","informational","617","300-800 words"
"/items/new-items","L3 Article","RE:Heads, Please! new items","RE Heads Please new items | new items in RE Heads Please","informational","604","300-800 words"
"/items/rare-items","L3 Article","RE:Heads, Please! rare items","RE Heads Please rare items | rare items in RE Heads Please","informational","605","300-800 words"
"/items/skateboard","Item Detail","RE Heads Please Skateboard","RE Heads Please traversal","entity lookup","397","300-800 words"
"/items/spray-1","Item Detail","RE Heads Please Spray 1","Spray 1 location","entity lookup","378","300-800 words"
"/items/spray-2","Item Detail","RE Heads Please Spray 2","Spray 2 location","entity lookup","378","300-800 words"
"/items/spray-3","Item Detail","RE Heads Please Spray 3","Spray 3 location","entity lookup","378","300-800 words"
"/items/spray-4","Item Detail","RE Heads Please Spray 4","Spray 4 location","entity lookup","378","300-800 words"
"/items/spray-5","Item Detail","RE Heads Please Spray 5","Spray 5 location","entity lookup","378","300-800 words"
"/items/vip-skateboard","Item Detail","RE Heads Please VIP Skateboard","VIP Skateboard","entity lookup","392","300-800 words"
"/tier-list","L2 Hub","RE:Heads, Please! tier list","","navigational","1209","800+ words"
"/tier-list/a-tier-coins","L3 Article","RE:Heads, Please! A tier coins","RE Heads Please A tier coins | A tier coins in RE Heads Please","informational","488","300-800 words"
"/tier-list/accessory-roll-priority","L3 Article","RE:Heads, Please! accessory roll priority","RE Heads Please accessory roll priority | accessory roll priority in RE Heads Please","informational","491","300-800 words"
"/tier-list/accessory-tier-list","L3 Article","RE:Heads, Please! accessory tier list","RE Heads Please accessory tier list | accessory tier list in RE Heads Please","informational","1241","800+ words"
"/tier-list/accessory-value-tier-list","L3 Article","RE:Heads, Please! accessory value tier list","RE Heads Please accessory value tier list | accessory value tier list in RE Heads Please","informational","503","300-800 words"
"/tier-list/b-tier-coins","L3 Article","RE:Heads, Please! B tier coins","RE Heads Please B tier coins | B tier coins in RE Heads Please","informational","492","300-800 words"
"/tier-list/beginner-coin-tier-list","L3 Article","RE:Heads, Please! beginner coin tier list","RE Heads Please beginner coin tier list | beginner coin tier list in RE Heads Please","informational","1247","800+ words"
"/tier-list/best-coins","L3 Article","RE:Heads, Please! best coins tier list","RE Heads Please best coins tier list | best coins tier list in RE Heads Please","informational","1248","800+ words"
"/tier-list/boost-tier-list","L3 Article","RE:Heads, Please! boost tier list","RE Heads Please boost tier list | boost tier list in RE Heads Please","informational","485","300-800 words"
"/tier-list/c-tier-coins","L3 Article","RE:Heads, Please! C tier coins","RE Heads Please C tier coins | C tier coins in RE Heads Please","informational","494","300-800 words"
"/tier-list/coin-profit-tier-list","L3 Article","RE:Heads, Please! coin profit tier list","RE Heads Please coin profit tier list | coin profit tier list in RE Heads Please","informational","1243","800+ words"
"/tier-list/coin-roll-priority","L3 Article","RE:Heads, Please! coin roll priority","RE Heads Please coin roll priority | coin roll priority in RE Heads Please","informational","487","300-800 words"
"/tier-list/consumable-tier-list","L3 Article","RE:Heads, Please! consumable tier list","RE Heads Please consumable tier list | consumable tier list in RE Heads Please","informational","493","300-800 words"
"/tier-list/cosmetic-accessory-tier-list","L3 Article","RE:Heads, Please! cosmetic accessory tier list","RE Heads Please cosmetic accessory tier list | cosmetic accessory tier list in RE Heads Please","informational","498","300-800 words"
"/tier-list/early-game-tier-list","L3 Article","RE:Heads, Please! early game tier list","RE Heads Please early game tier list | early game tier list in RE Heads Please","informational","499","300-800 words"
"/tier-list/enchant-book-tier-list","L3 Article","RE:Heads, Please! enchant book tier list","RE Heads Please enchant book tier list | enchant book tier list in RE Heads Please","informational","503","300-800 words"
"/tier-list/enchantment-tier-list","L3 Article","RE:Heads, Please! enchantment tier list","RE Heads Please enchantment tier list | enchantment tier list in RE Heads Please","informational","1239","800+ words"
"/tier-list/event-item-tier-list","L3 Article","RE:Heads, Please! event item tier list","RE Heads Please event item tier list | event item tier list in RE Heads Please","informational","502","300-800 words"
"/tier-list/farming-coin-tier-list","L3 Article","RE:Heads, Please! farming coin tier list","RE Heads Please farming coin tier list | farming coin tier list in RE Heads Please","informational","1247","800+ words"
"/tier-list/how-tier-rankings-work","L3 Article","RE:Heads, Please! how tier rankings work","RE Heads Please how tier rankings work | how tier rankings work in RE Heads Please","informational","494","300-800 words"
"/tier-list/item-tier-list","L3 Article","RE:Heads, Please! item tier list","RE Heads Please item tier list | item tier list in RE Heads Please","informational","1242","800+ words"
"/tier-list/late-game-tier-list","L3 Article","RE:Heads, Please! late game tier list","RE Heads Please late game tier list | late game tier list in RE Heads Please","informational","498","300-800 words"
"/tier-list/mid-game-tier-list","L3 Article","RE:Heads, Please! mid game tier list","RE Heads Please mid game tier list | mid game tier list in RE Heads Please","informational","499","300-800 words"
"/tier-list/rarity-vs-value","L3 Article","RE:Heads, Please! rarity versus value","RE Heads Please rarity versus value | rarity versus value in RE Heads Please","informational","1236","800+ words"
"/tier-list/s-tier-coins","L3 Article","RE:Heads, Please! S tier coins","RE Heads Please S tier coins | S tier coins in RE Heads Please","informational","489","300-800 words"
"/tier-list/ticket-value-tier-list","L3 Article","RE:Heads, Please! ticket value tier list","RE Heads Please ticket value tier list | ticket value tier list in RE Heads Please","informational","496","300-800 words"
"/tier-list/tier-list-methodology","L3 Article","RE:Heads, Please! tier list methodology","RE Heads Please tier list methodology | tier list methodology in RE Heads Please","informational","488","300-800 words"
"/tier-list/tier-list-update-changes","L3 Article","RE:Heads, Please! tier list changes after updates","RE Heads Please tier list changes after updates | tier list changes after updates in RE Heads Please","informational","512","300-800 words"
"/tier-list/upgrade-priority-tier-list","L3 Article","RE:Heads, Please! upgrade priority tier list","RE Heads Please upgrade priority tier list | upgrade priority tier list in RE Heads Please","informational","501","300-800 words"
"/updates","Utility Page","RE:Heads, Please! updates","","informational","39","Thin under 300"
"/wiki","Utility Page","RE:Heads, Please! game wiki","","informational","49","Thin under 300"

