"URL","Page Type","Primary Keyword","Secondary Keywords","Intent","Duplicate Risk"
"/tier-list/accessory-roll-priority","L3 Article","RE:Heads, Please! accessory roll priority","RE Heads Please accessory roll priority | accessory roll priority in RE Heads Please","informational","Low"
"/tier-list/accessory-tier-list","L3 Article","RE:Heads, Please! accessory tier list","RE Heads Please accessory tier list | accessory tier list in RE Heads Please","informational","Low"
"/tier-list/accessory-value-tier-list","L3 Article","RE:Heads, Please! accessory value tier list","RE Heads Please accessory value tier list | accessory value tier list in RE Heads Please","informational","Low"
"/tier-list/b-tier-coins","L3 Article","RE:Heads, Please! B tier coins","RE Heads Please B tier coins | B tier coins in RE Heads Please","informational","Low"
"/tier-list/beginner-coin-tier-list","L3 Article","RE:Heads, Please! beginner coin tier list","RE Heads Please beginner coin tier list | beginner coin tier list in RE Heads Please","informational","Low"
"/tier-list/best-coins","L3 Article","RE:Heads, Please! best coins tier list","RE Heads Please best coins tier list | best coins tier list in RE Heads Please","informational","Low"
"/tier-list/boost-tier-list","L3 Article","RE:Heads, Please! boost tier list","RE Heads Please boost tier list | boost tier list in RE Heads Please","informational","Low"
"/tier-list/c-tier-coins","L3 Article","RE:Heads, Please! C tier coins","RE Heads Please C tier coins | C tier coins in RE Heads Please","informational","Low"
"/tier-list/coin-profit-tier-list","L3 Article","RE:Heads, Please! coin profit tier list","RE Heads Please coin profit tier list | coin profit tier list in RE Heads Please","informational","Low"
"/tier-list/coin-roll-priority","L3 Article","RE:Heads, Please! coin roll priority","RE Heads Please coin roll priority | coin roll priority in RE Heads Please","informational","Low"
"/tier-list/consumable-tier-list","L3 Article","RE:Heads, Please! consumable tier list","RE Heads Please consumable tier list | consumable tier list in RE Heads Please","informational","Low"
"/tier-list/cosmetic-accessory-tier-list","L3 Article","RE:Heads, Please! cosmetic accessory tier list","RE Heads Please cosmetic accessory tier list | cosmetic accessory tier list in RE Heads Please","informational","Low"
"/tier-list/early-game-tier-list","L3 Article","RE:Heads, Please! early game tier list","RE Heads Please early game tier list | early game tier list in RE Heads Please","informational","Low"
"/tier-list/enchant-book-tier-list","L3 Article","RE:Heads, Please! enchant book tier list","RE Heads Please enchant book tier list | enchant book tier list in RE Heads Please","informational","Low"
"/tier-list/enchantment-tier-list","L3 Article","RE:Heads, Please! enchantment tier list","RE Heads Please enchantment tier list | enchantment tier list in RE Heads Please","informational","Low"
"/tier-list/event-item-tier-list","L3 Article","RE:Heads, Please! event item tier list","RE Heads Please event item tier list | event item tier list in RE Heads Please","informational","Low"
"/tier-list/farming-coin-tier-list","L3 Article","RE:Heads, Please! farming coin tier list","RE Heads Please farming coin tier list | farming coin tier list in RE Heads Please","informational","Low"
"/tier-list/how-tier-rankings-work","L3 Article","RE:Heads, Please! how tier rankings work","RE Heads Please how tier rankings work | how tier rankings work in RE Heads Please","informational","Low"
"/tier-list/item-tier-list","L3 Article","RE:Heads, Please! item tier list","RE Heads Please item tier list | item tier list in RE Heads Please","informational","Low"
"/tier-list/late-game-tier-list","L3 Article","RE:Heads, Please! late game tier list","RE Heads Please late game tier list | late game tier list in RE Heads Please","informational","Low"
"/tier-list/mid-game-tier-list","L3 Article","RE:Heads, Please! mid game tier list","RE Heads Please mid game tier list | mid game tier list in RE Heads Please","informational","Low"
"/tier-list/rarity-vs-value","L3 Article","RE:Heads, Please! rarity versus value","RE Heads Please rarity versus value | rarity versus value in RE Heads Please","informational","Low"
"/tier-list/s-tier-coins","L3 Article","RE:Heads, Please! S tier coins","RE Heads Please S tier coins | S tier coins in RE Heads Please","informational","Low"
"/tier-list/ticket-value-tier-list","L3 Article","RE:Heads, Please! ticket value tier list","RE Heads Please ticket value tier list | ticket value tier list in RE Heads Please","informational","Low"
"/tier-list/tier-list-methodology","L3 Article","RE:Heads, Please! tier list methodology","RE Heads Please tier list methodology | tier list methodology in RE Heads Please","informational","Low"
"/tier-list/tier-list-update-changes","L3 Article","RE:Heads, Please! tier list changes after updates","RE Heads Please tier list changes after updates | tier list changes after updates in RE Heads Please","informational","Low"
"/tier-list/upgrade-priority-tier-list","L3 Article","RE:Heads, Please! upgrade priority tier list","RE Heads Please upgrade priority tier list | upgrade priority tier list in RE Heads Please","informational","Low"
"/updates","Utility Page","RE:Heads, Please! updates","","informational","Low"
"/wiki","Utility Page","RE:Heads, Please! game wiki","","informational","Low"

